Var1,Var2,Var3,value,min_species_for_fit,order,frac,data_type,tag
H._squamatum,O._tridentata,Other_species,-0.5281120527525097,1,3,-1,natural,2025-01-09 18:44:203
H._syriacum,T._zygis,U._sp,-0.7114302145531949,1,3,-1,natural,2025-01-09 18:44:203
H._syriacum,T._zygis,L._subulatum,0.0037337859968851334,1,3,-1,natural,2025-01-09 18:44:203
H._syriacum,T._zygis,O._tridentata,-0.09499295002088555,1,3,-1,natural,2025-01-09 18:44:203
H._syriacum,T._zygis,Other_species,-0.3095911440485765,1,3,-1,natural,2025-01-09 18:44:203
H._syriacum,U._sp,L._subulatum,-0.47124979135892725,1,3,-1,natural,2025-01-09 18:44:203
H._syriacum,U._sp,O._tridentata,-0.5933656478692452,1,3,-1,natural,2025-01-09 18:44:203
H._syriacum,U._sp,Other_species,-0.42804184261150624,1,3,-1,natural,2025-01-09 18:44:203
H._syriacum,L._subulatum,O._tridentata,0.17628179916474376,1,3,-1,natural,2025-01-09 18:44:203
H._syriacum,L._subulatum,Other_species,-0.03702552484143297,1,3,-1,natural,2025-01-09 18:44:203
H._syriacum,O._tridentata,Other_species,-0.9747808921101674,1,3,-1,natural,2025-01-09 18:44:203
T._zygis,U._sp,L._subulatum,-0.30527580241487345,1,3,-1,natural,2025-01-09 18:44:203
T._zygis,U._sp,O._tridentata,-0.6293303037512613,1,3,-1,natural,2025-01-09 18:44:203
T._zygis,U._sp,Other_species,-0.26251928615302067,1,3,-1,natural,2025-01-09 18:44:203
T._zygis,L._subulatum,O._tridentata,0.0023545854114298825,1,3,-1,natural,2025-01-09 18:44:203
T._zygis,L._subulatum,Other_species,-0.43910984379794965,1,3,-1,natural,2025-01-09 18:44:203
T._zygis,O._tridentata,Other_species,-0.051284422070487334,1,3,-1,natural,2025-01-09 18:44:203
U._sp,L._subulatum,O._tridentata,-1.135469710710493,1,3,-1,natural,2025-01-09 18:44:203
U._sp,L._subulatum,Other_species,-0.48866371393773217,1,3,-1,natural,2025-01-09 18:44:203
U._sp,O._tridentata,Other_species,-1.2024784886489697,1,3,-1,natural,2025-01-09 18:44:203
L._subulatum,O._tridentata,Other_species,-1.044268853334092,1,3,-1,natural,2025-01-09 18:44:203
H._squamatum,H._syriacum,T._zygis,-0.0524682812033711,1,3,-1,restoration,2025-01-09 18:44:173
H._squamatum,H._syriacum,U._sp,0.2881690537215735,1,3,-1,restoration,2025-01-09 18:44:173
H._squamatum,H._syriacum,L._subulatum,-0.5723193041779484,1,3,-1,restoration,2025-01-09 18:44:173
H._squamatum,H._syriacum,O._tridentata,-0.7618119675279772,1,3,-1,restoration,2025-01-09 18:44:173
H._squamatum,H._syriacum,Other_species,0.35026039844804546,1,3,-1,restoration,2025-01-09 18:44:173
H._squamatum,T._zygis,U._sp,-1.1893805172552583,1,3,-1,restoration,2025-01-09 18:44:173
H._squamatum,T._zygis,L._subulatum,-0.21545809120952822,1,3,-1,restoration,2025-01-09 18:44:173
H._squamatum,T._zygis,O._tridentata,1.5832492841018346,1,3,-1,restoration,2025-01-09 18:44:173
H._squamatum,T._zygis,Other_species,-0.1439669765832055,1,3,-1,restoration,2025-01-09 18:44:173
H._squamatum,U._sp,L._subulatum,1.9472123511203165,1,3,-1,restoration,2025-01-09 18:44:173
H._squamatum,U._sp,O._tridentata,2.5687919588250168,1,3,-1,restoration,2025-01-09 18:44:173
H._squamatum,U._sp,Other_species,-0.2684147430159151,1,3,-1,restoration,2025-01-09 18:44:173
H._squamatum,L._subulatum,O._tridentata,-1.7595918987484929,1,3,-1,restoration,2025-01-09 18:44:173
H._squamatum,L._subulatum,Other_species,-0.9262698578991713,1,3,-1,restoration,2025-01-09 18:44:173
H._squamatum,O._tridentata,Other_species,-0.19262989380817422,1,3,-1,restoration,2025-01-09 18:44:173
H._syriacum,T._zygis,U._sp,0.2544255570839716,1,3,-1,restoration,2025-01-09 18:44:173
H._syriacum,T._zygis,L._subulatum,0.030221057979226456,1,3,-1,restoration,2025-01-09 18:44:173
H._syriacum,T._zygis,O._tridentata,0.45358915444400655,1,3,-1,restoration,2025-01-09 18:44:173
H._syriacum,T._zygis,Other_species,-0.6766408368604032,1,3,-1,restoration,2025-01-09 18:44:173
H._syriacum,U._sp,L._subulatum,-2.07925777264661,1,3,-1,restoration,2025-01-09 18:44:173
H._syriacum,U._sp,O._tridentata,-0.4281784910875892,1,3,-1,restoration,2025-01-09 18:44:173
